id,published_date,title,source,tags,crawl_date,tickers,day_of_week
95730601,2026-05-18,"Meta lays out plans for May 20 layoffs, restructuring, internal document says",finance.yahoo.com,"('ETF', 'Meta', 'Notifications', 'Stock', 'Technology')",2026-05-18,"('meta', 'meta', 'metv')",1
95728720,2026-05-18,This Beaten-Down Tech Stock Presents a Generational Buying Opportunity,finance.yahoo.com,"('Communication Services', 'Consumer Cyclical', 'ETF', 'Meta Platforms', 'S&P 500', 'Stock', 'Technology', 'Unknown Sector')",2026-05-18,"('goog', 'googl', 'intc', 'iqnt', 'meta', 'nflx', 'nvda', 'tall')",1
95727945,2026-05-18,"It's not too late to buy Nvidia. Here are the reasons we say 'own it, don't trade it'",cnbc.com,"('Breaking News: Markets', 'Breaking News: Technology', 'Business', 'Computing', 'Consumer Cyclical', 'ETF', 'Internet', 'Investment Strategy', 'Markets', 'Stock', 'Technology', 'Tiingo Top', 'Unknown Sector', 'Wireless')",2026-05-18,"('amzn', 'avgo', 'crwd', 'googl', 'intc', 'meta', 'meta', 'metv', 'mrvl', 'msft', 'nvda', 'soxx')",1
95728284,2026-05-18,This Beaten-Down Tech Stock Presents a Generational Buying Opportunity,fool.com,"('ETF', 'Ef8683Df-7Cfe-4F48-847F-Caf3A784Aee4', 'Investing', 'Meta', 'Stock', 'Technology', 'Technology And Telecom')",2026-05-18,"('meta', 'meta', 'metv')",1
95727125,2026-05-18,I wear Meta Glasses so I don't have to think — You won't either with this smart deal,nypost.com,"('Amazon Sales', 'Artificial Intelligence', 'Deals', 'ETF', 'Eyeglasses', 'Meta', 'Stock', 'Sunglasses', 'Technology', 'Wearable Technology')",2026-05-18,"('meta', 'meta', 'metv')",1
95728864,2026-05-18,NextEra-Dominion Energy Merger To Create World’s Largest Electric Utility,finance.yahoo.com,"('Clean Energy', 'Consumer Cyclical', 'Data Centers', 'Dominion Energy', 'Nextera Energy', 'Power Utility', 'Stock', 'Technology', 'Utilities')",2026-05-18,"('amzn', 'd', 'goog', 'googl', 'meta', 'msft', 'nee', 'xifr')",1
95726801,2026-05-18,NextEra-Dominion Energy Merger To Create World’s Largest Electric Utility,oilprice.com,"('Ai Electricity Demand', 'Clean Energy', 'Consumer Cyclical', 'Data Center Power', 'Dominion Energy', 'Electric Utility Acquisition', 'Energy Sector M&A', 'Ferc Approval', 'Nextera Energy', 'Northern Virginia Data Centers', 'Stock', 'Technology', 'Utilities', 'Utility Merger')",2026-05-18,"('amzn', 'd', 'goog', 'googl', 'meta', 'msft', 'nee', 'xifr')",1
95726538,2026-05-18,Did NextEra Energy Just Make a Massive $67 Billion Bet on AI Power Demand? Here's All You Need to Know,fool.com,"('Amzn', 'And Utilities', 'Consumer Cyclical', 'D', 'D18712F6-A934-4Fa1-8D81-43A8D850580F', 'ETF', 'Energy', 'Goog', 'Investing', 'Materials', 'Meta', 'Msft', 'Nee', 'Stock', 'Technology', 'Utilities')",2026-05-18,"('amzn', 'goog', 'meta', 'meta', 'metv', 'msft', 'nee', 'xifr')",1
95724859,2026-05-18,"Zefr Deepens Meta Partnership, Bringing AI-Powered Pre-Bid Controls to Threads Feed",finance.yahoo.com,"('Content Block', 'ETF', 'Meta', 'Stock', 'Technology', 'Threads Feed', 'Zefr')",2026-05-18,"('meta', 'meta', 'metv')",1
95724517,2026-05-18,Nvidia's Next Earnings Report on May 20 Could Send the Stock Soaring. Here's Why.,fool.com,"('5B4F12B1-593C-4601-93Bd-E4C0D30D648F', 'Amzn', 'Consumer Cyclical', 'ETF', 'Goog', 'Googl', 'Investing', 'Iren', 'Meta', 'Msft', 'Nvda', 'Stock', 'Technology', 'Technology And Telecom', 'Unknown Sector')",2026-05-18,"('amzn', 'goog', 'googl', 'iren', 'meta', 'meta', 'metv', 'msft', 'nvda')",1
